Brand,Price,Rating,Ratings Count,Condition,Seller Note,Processor,Screen Size,Manufacturer Color,Color,Ram Size,SSD Capacity,GPU,Processor Speed,Type,Release Year,Maximum Resolution,Model,OS,Features,Hard Drive Capacity,Country Region Of Manufacture,Storage Type
Microsoft,$484.98 ,,,"UsedAn item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab","“INCLUDES: Surface Laptop w/ AC Adapter & Battery.
System has been loaded with a fresh install of ...  Read moreabout the seller notes“INCLUDES: Surface Laptop w/ AC Adapter & Battery.
System has been loaded with a fresh install of WINDOWS 11 PRO.
These items have been tested, and are guaranteed to be in good working condition. 
Outer Case may show some minor scratches/scuffs from normal use.” Read Lessabout the seller notes ",Intel Core i7 11th Gen.,13.5 in,,Silver,16 GB,512 GB,Intel Iris Xe Graphics,3.00 GHz,Notebook/Laptop,,2256 x 1504,Microsoft Surface Laptop 4 1950,Windows 11 Pro,,,,SSD (Solid State Drive)
,$287.51 ,,,"Good - RefurbishedThe item shows moderate wear and is backed by a one year warranty. It is fully functional and has been professionally refurbished, inspected and cleaned to good condition by qualified sellers. The item includes original or new accessories and will come in a new generic packaging. See the seller's listing for full details. See all condition definitionsopens in a new window or tab","“Grade B : Produit d’occasion testé et fonctionnel, vendu avec licence et installation. Bon état ...  Read moreabout the seller notes“Grade B : Produit d’occasion testé et fonctionnel, vendu avec licence et installation. Bon état esthétique avec de très légers défauts de plasturgie (rayures sur coque supérieure à 5cm) et/ou de dalle (très petites tâches écrans).” Read Lessabout the seller notes ",,,,,,,,,"Notebook, ordinateur portable",,,,,,,,
Fujitsu,$99.00 ,,,"UsedAn item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab",“Fujitsu LifeBook T734 TOUCH i5 4200M 4GB RAM 120GB SSD Win 10 Pro WITH COMPATIBLE  AC-ADAPTER. ITEM ...  Read moreabout the seller notes“Fujitsu LifeBook T734 TOUCH i5 4200M 4GB RAM 120GB SSD Win 10 Pro WITH COMPATIBLE  AC-ADAPTER. ITEM BATTERY HOLD CHARGE AND HEAVY USED ITEM” Read Lessabout the seller notes ,Intel Core i5 4th Gen.,12.5in.,,Silver and Black,4 GB,120GB,NVIDIA GeForce 320M,2.50 GHz,Notebook,2016,1920 x 1080,i5 4200M,Windows 10,"Bluetooth, Built-in Webcam, Touchscreen",120 GB,,HDD (Hard Disk Drive)
,$341.31 ,,,"Seller refurbished: The item has been restored to working order by the eBay seller or a third party. ...  Read moreabout the conditionSeller refurbished: The item has been restored to working order by the eBay seller or a third party. This means the item was inspected, cleaned, and repaired to full working order and is in excellent condition. This item may or may not be in original packaging. See seller’s listing for full details. See all condition definitionsopens in a new window or tab ",,,,,Negro,,,Nvidia GeForce GT720M,,,,,,,,,,
Dell,$410.00 to $660.00,,,"UsedAn item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab","“Systems have been inspected and refurbished, comes with a fresh activated copy of Windows 10 ...  Read moreabout the seller notes“Systems have been inspected and refurbished, comes with a fresh activated copy of Windows 10 professional (default) Send us a message if you want Win 11. Laptops are in 100% working condition, ships with original charger! They will show signs of use” Read Lessabout the seller notes ",Intel Core i7 8th Gen.,15.6,,,,,Intel UHD Graphics 620,1.90 GHz,Notebook/Laptop,,1920 x 1080,LATITUDE 5500,Windows 10,"10/100 LAN Card, Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Touchscreen, Wi-Fi",,,SSD (Solid State Drive)
AUO,$59.85 ,,,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...  Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. See all condition definitionsopens in a new window or tab ",,Does not apply,Does not apply,,,,,,,,,,,,,,,
Dell,$99.99 ,4 out of 5 stars,32,,,Intel Core 2 Duo,15 in In.4in.,,,,,,,Notebook/Laptop,,,Latitude D820,,,,,
Dell,$774.98 ,,,"Open boxAn item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. See all condition definitionsopens in a new window or tab",“Corporate machines that were never deployed. Comes in plain box with laptop and power adapter only. ...  Read moreabout the seller notes“Corporate machines that were never deployed. Comes in plain box with laptop and power adapter only. Comes in plain box with laptop and power adapter only. 10/10 functional condition and 9/10 cosmetic condition from storage/stacking. This is the FHD 1080p  Touch Screen version (not the cheaper version without touch)” Read Lessabout the seller notes ,"Intel Core i7-7Y75 (up to 3.60GHz, 4M Cache)",13.3 in,Gray / Black,Black / Gray,16 GB,1 TB,,i7-7Y75 Processor (up to 3.60GHz),Convertible 2-in-1 Laptop/Tablet,,1920 x 1080,Dell XPS 13 9365,Windows 10,"Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Convertible 2-in-1 Laptop/Tablet, Touchscreen, Wi-Fi",,,SSD (Solid State Drive)
,$310.75 ,,,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ...  Read moreabout the conditionUsed: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab ",,,,,,,,Carte graphique Intel HD 4400,,Pc Portable,,,,,,,,
ASUS,$69.99 ,,,"For parts or not working: An item that does not function as intended and is not fully operational. ...  Read moreabout the conditionFor parts or not working: An item that does not function as intended and is not fully operational. This includes items that are defective in ways that render them difficult to use, items that require service or repair, or items missing essential components. See the seller’s listing for full details. See all condition definitionsopens in a new window or tab ",,Intel Core i5-3210M,"15.6""",,,,,,2.50GHz,Notebook/Laptop,,,ASUS Q500A-BHI5NQ1,,,,,
Dell,$399.99 ,,,"UsedAn item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab","“These are off lease units in Great condition Grade A, Original Pics of stock Photos are posted on ...  Read moreabout the seller notes“These are off lease units in Great condition Grade A, Original Pics of stock Photos are posted on the listing , All are in great shape !!!!” Read Lessabout the seller notes ",Intel Core i5 8th Gen.,15.6 in,,Black,32 GB,512 GB,Nvidia Quadro P2000,2.50 GHz,Notebook,2000,1920 x 1080,Precision 7530,Windows 10,"10/100 LAN Card,  Backlit Keyboard,  Built-in Webcam,  Rugged",512 GB,,SSD (Solid State Drive)
